,DB_ID,S_Ledock,S_MOE,S_VINA,SMILES,NHA,LE_MOE,LE_Ledock,LE_VINA,logP,LELP_MOE,LELP_Ledock,LELP_VINA
0,MedChemRules_12307,-8.99,-10.234697,-9.927,C[S+]([O-])c1cc(CCc2n[nH]c(=O)s2)ccc1OCc1cccc(-c2ccccc2)c1,31,0.33015151612903226,0.29,0.3202258064516129,4.600000000000003,13.932996746264212,15.862068965517253,14.364863503576116
1,MedChemRules_10567,-8.63,-10.006334,-8.845,COc1cc(CCc2n[nH]c(=O)[nH]2)ccc1OCc1cccc(-c2nncs2)c1,29,0.345046,0.29758620689655174,0.30500000000000005,2.989300000000001,8.663482550152736,10.045156431054464,9.800983606557379
2,MedChemRules_27393,-8.61,-10.227977,-9.442,COc1nc(CCc2n[nH]c(=S)[nH]2)sc1OCc1cccc(-c2ccccc2)c1,29,0.3526888620689655,0.2968965517241379,0.3255862068965517,4.9635900000000035,14.073566062966323,16.718247386759593,15.245086846007213
3,MedChemRules_22036,-8.6,-10.856193,-9.14,COc1cc(CCn2nnc(=O)[nH]2)ccc1OCc1cccc(-c2nc3ncsc3s2)c1,32,0.33925603125,0.26875,0.285625,3.5299000000000014,10.404826074849632,13.134511627906983,12.358512035010945
4,MedChemRules_23719,-8.56,-11.014161,-9.123,COc1cc(CCn2nnc(=O)s2)ccc1OCc1cccc(-c2nc3ncsc3s2)c1,32,0.34419253125,0.2675,0.28509375,4.263300000000004,12.386381495603716,15.937570093457957,14.954028280171011
5,MedChemRules_22387,-8.53,-10.232636,-9.55,C[S+]([O-])c1cc(CCn2nnc(=O)[nH]2)ccc1OCc1cccc(-c2ccccc2)c1,31,0.3300850322580645,0.27516129032258063,0.3080645161290323,3.1925000000000017,9.67175027040931,11.602286049237991,10.363089005235606
6,MedChemRules_10280,-8.5,-10.460444,-10.11,COc1cc(CCc2n[nH]c(=O)[nH]2)ccc1OCc1cccc([N+]2[C-]Oc3ncoc32)c1,32,0.326888875,0.265625,0.3159375,2.9507900000000014,9.026890254371615,11.10885647058824,9.339790306627107
7,MedChemRules_27901,-8.48,-10.361059,-9.738,COc1sc2c(CCc3n[nH]c(=S)s3)coc2c1OCc1cccc(-c2ccccc2)c1,32,0.32378309375,0.265,0.3043125,7.048190000000005,21.76824589069517,26.596943396226433,23.161026904908624
8,MedChemRules_24381,-8.47,-10.894978,-9.327,COc1c(OCc2cccc(-c3ccccc3)c2)nn2cc(CCn3nnc(=O)s3)oc12,32,0.3404680625,0.2646875,0.29146875,3.437800000000001,10.097276011020861,12.988146399055493,11.79474643508095
9,MedChemRules_23725,-8.43,-10.689083,-9.671,COc1cc(CCn2nnc(=O)s2)ccc1OCc1cccc(-c2nc3ncoc3s2)c1,32,0.33403384375,0.2634375,0.30221875,3.794800000000003,11.360525500643984,14.40493475682089,12.55646779030091
